time,true_air,est,door,compressor,filtered_temp,food_proxy,true_food,target,active_rate,confidence,alpha
1,2.00287,3594.35,0,0,0,0,2,4,0,25,5e-05
2,2.00575,3588.99,0,0,0,0,2,4,0,25,5e-05
3,2.00862,3583.89,0,0,0,0,2,4,0,25,5e-05
4,2.01149,3579.05,0,0,0.202622,1.01311e-05,2,4,1.01311e-05,25,5e-05
5,2.01435,3574.45,0,0,0.476569,3.3959e-05,2,4,3.3959e-05,25,5e-05
6,2.01722,3570.08,0,0,0.796358,7.37752e-05,2,4,7.37752e-05,25,5e-05
7,2.02008,3565.92,0,0,1.04718,0.000126131,2,4,0.000126131,25,5e-05
8,2.02294,3561.97,0,0,1.24784,0.000188516,2,4,0.000188516,25,5e-05
9,2.0258,3558.22,0,0,1.41337,0.000259175,2.00001,4,0.000259175,25,5e-05
10,2.02866,3554.65,0,0,1.5458,0.000336452,2.00001,4,0.000336452,25,5e-05
11,2.03152,3551.25,0,0,1.65675,0.000419273,2.00001,4,0.000419273,25,5e-05
12,2.03437,3548.02,0,0,1.74551,0.000506528,2.00001,4,0.000506528,25,5e-05
13,2.03722,3544.95,0,0,1.81652,0.000597328,2.00001,4,0.000597328,25,5e-05
14,2.04008,3542.03,0,0,1.87332,0.000690965,2.00001,4,0.000690965,25,5e-05
15,2.04292,3539.25,0,0,1.98861,0.000790361,2.00002,4,0.000790361,25,5e-05
16,2.04577,3536.6,0,0,1.96585,0.000888614,2.00002,4,0.000888614,25,5e-05
17,2.04862,3534.09,0,0,2.04273,0.000990706,2.00002,4,0.000990706,25,5e-05
18,2.05146,3531.69,0,0,2.10422,0.00109587,2.00002,4,0.00109587,25,5e-05
19,2.0543,3529.41,0,0,2.05835,0.00119873,2.00003,4,0.00119873,25,5e-05
20,2.05714,3527.24,0,0,2.02164,0.00129975,2.00003,4,0.00129975,25,5e-05
21,2.05998,3525.18,0,0,2.01237,0.00140031,2.00003,4,0.00140031,25,5e-05
22,2.06282,3523.21,0,0,1.9748,0.00149898,2.00003,4,0.00149898,25,5e-05
23,2.06565,3521.34,0,0,1.97489,0.00159764,2.00004,4,0.00159764,25,5e-05
24,2.06849,3519.56,0,0,2.02003,0.00169857,2.00004,4,0.00169857,25,5e-05
25,2.07132,3517.86,0,0,2.08108,0.00180254,2.00004,4,0.00180254,25,5e-05
26,2.07415,3516.25,0,0,2.10498,0.00190769,2.00005,4,0.00190769,25,5e-05
27,2.07698,3514.71,0,0,2.12409,0.0020138,2.00005,4,0.0020138,25,5e-05
28,2.0798,3513.24,0,0,2.11438,0.00211942,2.00006,4,0.00211942,25,5e-05
29,2.08263,3511.84,0,0,2.02618,0.00222062,2.00006,4,0.00222062,25,5e-05
30,2.08545,3510.51,0,0,1.95562,0.00231829,2.00006,4,0.00231829,25,5e-05
31,2.08827,3509.24,0,0,1.9796,0.00241716,2.00007,4,0.00241716,25,5e-05
32,2.09109,3508.03,0,0,2.06866,0.00252047,2.00007,4,0.00252047,25,5e-05
33,2.09391,3506.88,0,0,2.1399,0.00262734,2.00008,4,0.00262734,25,5e-05
34,2.09672,3505.78,0,0,2.1969,0.00273705,2.00008,4,0.00273705,25,5e-05
35,2.09953,3504.73,0,0,2.2425,0.00284904,2.00009,4,0.00284904,25,5e-05
36,2.10235,3503.73,0,0,2.19908,0.00295885,2.00009,4,0.00295885,25,5e-05
37,2.10516,3502.77,0,0,2.15432,0.00306642,2.0001,4,0.00306642,25,5e-05
38,2.10797,3501.86,0,0,2.05308,0.00316892,2.0001,4,0.00316892,25,5e-05
39,2.11077,3500.99,0,0,1.97209,0.00326737,2.00011,4,0.00326737,25,5e-05
